state year price pop pop16 cpi ndi sales pimin
3 84 92.8 3053 2300.7 103.9 10549.96 107.1 90.2
3 85 98.8 3161 2384.7 107.6 11256.39 107.1 97.5
3 86 106.7 3279 2483.1 109.6 11796.54 107.9 101.2
3 87 113.5 3386 2569 113.6 12367.67 106.1 103.9
3 88 113.5 3489 2638 118.3 13008 102.2 113.7
3 89 125.6 3556 2672 124 13625 96.8 126.4
3 90 130.2 3598.2 2703.7 130.7 13826 88.9 133.6
3 91 151.4 3681.7 2759.1 136.2 14232 81.2 146.9
3 92 165.7 3762.2 2804.8 140.3 15179 79 165.4
4 63 27 1907 1296.7 30.6 1480.333 103.4 25.8
4 64 27.3 1939 1320.7 31 1610.08 102.6 25.7
4 65 27.2 1941 1323.6 31.5 1710.199 100.3 26.1
4 66 30.3 1963 1344.8 32.4 1883.875 98.9 26.2
4 67 30.4 1972 1357.3 33.4 2004.427 102.9 27.5
4 68 30.9 1983 1374.6 34.8 2143.368 104 29.2
4 69 30.9 1995 1389 36.7 2286.395 102.9 29.9
4 70 36.7 1923 1366.9 38.8 2493.785 100.3 34.3
4 71 38.8 1961 1405.4 40.5 2710.369 104.1 36.8
4 72 44.1 1999 1442.9 41.8 2950.451 103.9 37.4
4 73 45.1 2030 1474.6 44.4 3410.182 108 37.3
4 74 45.5 2063 1508.3 49.3 3807.593 109.7 38
4 75 48.6 2112 1552.5 53.8 4057.891 114.8 43
4 76 50.9 2113 1565.1 56.9 4362.335 119.1 44.7
4 77 52.6 2143 1596.8 60.6 4859.866 122.6 45.9
4 78 56.5 2167 1623.7 65.2 5467.733 127.3 49.9
4 79 58.4 2180 1641 72.6 6015.323 126.5 52.2
4 80 61.5 2286 1715.1 82.4 6278.902 131.8 57.3
4 81 64.7 2296 1725.7 90.9 7101.31 128.7 59.9
4 82 72.1 2291 1724.7 96.5 7390.43 127.4 64.7
4 83 82 2328 1757.4 99.6 7886.939 128 74.8
4 84 93.6 2349 1776.7 103.9 8546.908 123.1 84.8
4 85 98.5 2359 1790.1 107.6 9134.342 125.8 92.5
4 86 103.6 2371 1804.6 109.6 9550.143 126 98.8
4 87 113 2388 1819 113.6 9886.258 122.3 103.5
4 88 119.9 2395 1823 118.3 10630 121.5 112.1
4 89 127.7 2406 1831 124 11243 118.3 118.9
4 90 141.2 2411.1 1834.9 130.7 12370 113.1 129.1
4 91 146.5 2432.7 1851.2 136.2 12917 116.8 132.5
4 92 177.3 2460.4 1876.7 140.3 13879 126 153.1
5 63 25.3 17556 12072 30.6 2776.097 142 23.9
5 64 25.5 18003 12384.3 31 2974.929 138.3 24
5 65 25.3 18403 12673.3 31.5 3107.845 140 24.2
5 66 25.5 18669 12898.5 32.4 3296.952 136.8 29.6
5 67 26 18992 13181.8 33.4 3462.286 135.8 29.2
5 68 35.4 19179 13370.3 34.8 3690.296 124.3 31.3
5 69 36.6 19443 13681.6 36.7 3919.386 123.9 33.3
5 70 38.8 19953 14317.6 38.8 4192.781 123 37.1
5 71 39.7 20266 14670.5 40.5 4414.307 121 38.5
5 72 39.9 20447 14938.3 41.8 4650.961 123.5 38
5 73 39.9 20670 15243.7 44.4 5103.738 124.4 38.7
5 74 41.9 20915 15566.6 49.3 5607.304 126.7 39.2
5 75 45 21216 15933 53.8 6138.966 127.1 44.5
5 76 48.3 21550 16318.7 56.9 6630.646 128 44.9
5 77 49 21900 16697.6 60.6 7234.709 126.4 48.7
5 78 58.7 22314 17117.2 65.2 8021.395 126.1 53.6
5 79 60.1 22694 17481.6 72.6 8957.207 121.9 57.1
5 80 62.1 23669 20853.4 82.4 9891.938 120.2 60.8
5 81 66.4 24196 18670.6 90.9 10816.94 118.6 63.3
5 82 72.8 24724 19064.1 96.5 11361.57 115.4 71.6
5 83 84.9 25174 19419.8 99.6 12027.23 110.8 80.5
5 84 94.9 25622 19776.5 103.9 13019.23 104.8 92.8
5 85 98 26358 20215.4 107.6 13755.13 102.8 98.8
5 86 104.4 27001 20695.9 109.6 14350.55 99.7 106.6
5 87 103.9 27663 21156 113.6 15016.21 97.5 113.5
5 88 117.4 28314 21591 118.3 16059 90.1 113.5
5 89 126.4 29063 22081 124 16779 82.4 125.6
5 90 163.8 29602.1 22490.6 130.7 17384 77.8 130.2
5 91 186.8 30218.8 22694 136.2 17705 68.7 151.4
5 92 201.9 30703.3 22920 140.3 18495 67.5 165.7
7 63 26.8 2716 1883.5 30.6 2913.68 156.2 26.2
7 64 27.8 2784 1929.7 31 3104.145 143.5 26.9
7 65 28.1 2830 1961.5 31.5 3249.668 147 26.5
7 66 30.1 2886 2004.9 32.4 3493.634 144.5 30
7 67 31.1 2918 2034.8 33.4 3763.28 145.6 31
7 68 31.3 2961 2075.2 34.8 3897.034 143.2 32.1
7 69 32.2 3000 2127.2 36.7 4135.649 144.7 35
7 70 42.2 3032 2155.2 38.8 4482.338 120 39.3
7 71 45.5 3063 2201.4 40.5 4715.603 117.6 40.2
7 72 51.3 3074 2234.2 41.8 4948.869 110.8 41.6
7 73 50.6 3076 2258.3 44.4 5496.722 109.3 40.6
7 74 52.5 3085 2292.9 49.3 5949.343 112.4 41.3
7 75 54.5 3097 2327.6 53.8 6407.314 110.2 44.3
7 76 57.6 3101 2356.5 56.9 6838.534 113.4 52.2
7 77 58.4 3107 2384.5 60.6 7505.16 117.3 52.3
7 78 61.7 3116 2415.3 65.2 8309.82 117.5 56.3
7 79 64.4 3115 2435.5 72.6 9295.313 117.4 58.7
7 80 67 3108 2424 82.4 10384.6 118 60
7 81 80.1 3134 2461.5 90.9 11470.68 116.4 64.5
7 82 85.6 3153 2487.6 96.5 12380.2 114.7 71.6
7 83 95.6 3138 2487.6 99.6 13485.53 114.1 83.1
7 84 113.5 3154 2505.9 103.9 14927.93 112.5 94.8
7 85 118.6 3175 2525.1 107.6 15685.51 111 100.3
7 86 118.5 3193 2541.5 109.6 16486.96 108.5 101.8
7 87 122.7 3211 2555 113.6 17762.43 109 113.5
7 88 129.7 3233 2568 118.3 19559 104.8 121.5
7 89 142 3239 2564 124 20687 100.6 134.8
7 90 171.2 3242.9 2567.1 130.7 21447 91.5 150.9
7 91 169.5 3246.9 2555.4 136.2 21967 86.7 163.3
7 92 193.5 3237 2536.7 140.3 22891 83.6 175.9
8 63 26.8 480 317.7 30.6 2261.462 165.8 26.8
8 64 27.1 494 326.3 31 2325.34 170.9 28.5
8 65 27.2 503 332.1 31.5 2529.367 170.8 27.9
8 66 31 514 343.6 32.4 2691.445 161.3 28.2
8 67 30.7 524 353.2 33.4 2864.011 158.2 29.4
8 68 32 533 359 34.8 3061.364 164.8 30.9
8 69 32.2 540 362.8 36.7 3287.32 175.5 30.7
8 70 39 584 378.2 38.8 3495.161 155 32.6
8 71 41.3 563 392.6 40.5 3730.65 161.1 34.2
8 72 44.7 570 403.1 41.8 4015.716 156.3 34.3
8 73 44 573 409.9 44.4 4438.072 154.7 35.3
8 74 44.2 576 416.6 49.3 4755.554 151.3 35.8
8 75 45.9 579 424.3 53.8 5112.125 147.6 39.5
8 76 50.1 582 431 56.9 5440.095 153 46.1
8 77 51.7 582 434.8 60.6 5850.056 153.3 49.2
8 78 58.7 584 440.6 65.2 6407.795 155.5 52.1
8 79 60 582 441.5 72.6 7017.016 150.2 56.2
8 80 62.7 595 454 82.4 7773.062 150.5 58.1
8 81 66 598 458.8 90.9 8492.878 152.6 62.8
8 82 74.1 602 463.6 96.5 9213.648 154.1 65.4
8 83 82 606 469.4 99.6 10081.24 149.6 74.9
8 84 91.1 613 476.1 103.9 10806.78 144 84.2
8 85 98.7 622 481.8 107.6 11563.78 144.5 90.1
8 86 105.2 633 492.4 109.6 12062.4 142.4 93.3
8 87 111.4 644 502 113.6 12960.51 141 100.3
8 88 119.3 660 513 118.3 14137 137.1 109.2
8 89 124 673 522 124 14949 131.7 120.2
8 90 140 681.2 528.3 130.7 16435 127.2 131.5
8 91 143.2 695.5 537.5 136.2 16732 118.8 141.6
8 92 174.7 704.7 543.6 140.3 18300 120 159.1
9 63 23.4 792 563.1 30.6 2733.227 246.4 24.7
9 64 23.9 795 559.3 31 2894.005 235.3 25.2
9 65 24.1 802 560.2 31.5 3068.443 246.5 25.1
9 66 24.1 806 559.3 32.4 3215.561 295.9 24.7
9 67 26.6 808 559.3 33.4 3479.321 249.8 26.3
9 68 26.7 802 554.4 34.8 3752.538 224.3 27.1
9 69 27.2 798 561.2 36.7 3907.011 212.2 28.3
9 70 28.5 756 563.1 38.8 4202.296 200.4 28.8
9 71 32.6 750 560.2 40.5 4600.564 213 30.2
9 72 33.7 744 558.3 41.8 4964.153 220.6 29.9
9 73 34.5 734 553.4 44.4 5310.929 209.4 30.1
9 74 36 721 547.6 49.3 5894.144 182.7 31.3
9 75 39.4 711 543.7 53.8 6587.696 176.5 33.6
9 76 47.8 697 536.9 56.9 7003.827 167.7 37.9
9 77 51.9 683 529.2 60.6 7770.938 136.7 38.4
9 78 59.8 671 523.3 65.2 8369.915 130.3 42.8
9 79 59.3 656 514.6 72.6 9306.211 128.5 45.8
9 80 65.6 638 518.5 82.4 10605.05 129.7 48.5
9 81 69 631 512.7 90.9 11612.8 131.9 51.8
9 82 74.8 631 512.7 96.5 12167.64 132 56.4
9 83 86.3 623 505.9 99.6 13222.68 124.5 68.8
9 84 98.5 623 505.9 103.9 14479.48 124.6 76
9 85 100.4 623 502.9 107.6 15439.95 122.1 83.6
9 86 109.3 625 502.9 109.6 15675.33 117.2 91.3
9 87 112.5 622 501 113.6 16632.64 113 94.6
9 88 119 617 494 118.3 18397 105.4 102.1
9 89 135.9 604 478 124 19937 101.1 109.4
9 90 145.7 587.5 465 130.7 19351 84.1 128.6
9 91 143.3 578.8 452 136.2 20231 82.2 136.5
9 92 187.4 570.1 447.4 140.3 22101 82.6 157.9
10 63 26.3 5532 3996.8 30.6 1980.687 137.5 26.9
10 64 29.7 5654 4087.2 31 2122.917 125.5 27.5
10 65 29.7 5796 4197.7 31.5 2261.986 131.1 29.8
10 66 30 5914 4292.1 32.4 2430.556 131.3 30.6
10 67 30.2 6035 4401.6 33.4 2599.125 132.8 31.5
10 68 32 6210 4559.3 34.8 2861.46 129.3 33.3
10 69 41.3 6354 4733.1 36.7 3131.171 121.2 34.2
10 70 43.5 6789 5188.1 38.8 3444.077 123.6 34.3
10 71 43.8 7101 5471.4 40.5 3693.77 123 35.8
10 72 46.8 7407 5754.6 41.8 3978.23 126 40.9
10 73 47.4 7757 6073.1 44.4 4483.938 132.6 42.1
10 74 48.1 8087 6387.5 49.3 4813.701 136 42.4
10 75 51.7 8253 6572.3 53.8 5129.768 131.9 44.5
10 76 55.9 8348 6705.9 56.9 5436.353 130.3 47.9
10 77 55.9 8481 6862.6 60.6 5965.239 133.1 49.5
10 78 66.3 8661 7051.4 65.2 6677.443 133.4 54.7
10 79 66.5 8860 7251.3 72.6 7425.468 135.4 56.6
10 80 69.8 9749 8052.9 82.4 8227.225 139 59.3
10 81 72.8 10183 8426.6 90.9 9132.23 132.8 62.6
10 82 79 10416 8626.4 96.5 9545.225 131.8 67.8
10 83 90.5 10680 8855.5 99.6 10352.25 127.6 78.9
10 84 99.3 10976 9113.6 103.9 11091.85 124.7 86.8
10 85 104.2 11053 9113.6 107.6 11764.02 124.2 90.7
10 86 113.8 11373 9384.8 109.6 12378.24 124.7 100.1
10 87 120.8 12023 9649 113.6 13193.69 125.1 103.9
10 88 130.5 12335 9870 118.3 14144 119.5 109.2
10 89 139.8 12671 10113 124 15049 113.8 122.3
10 90 150.1 12971.8 10353.1 130.7 15859 110.1 132.3
10 91 174.8 13311.7 10561.6 136.2 16254 98.2 138.2
10 92 187 13523.2 10664.3 140.3 17246 95.9 159.5
11 63 26.9 4206 2768.4 30.6 1743.939 108.3 26.1
11 64 27.5 4304 2840 31 1865.922 107.6 26.5
11 65 30.9 4391 2903.9 31.5 2024.086 103.5 26.2
11 66 30.6 4462 2965 32.4 2193.622 104.8 26.2
11 67 31.5 4490 2996.5 33.4 2366.258 106.7 27.3
11 68 33.3 4579 3077.6 34.8 2530.625 105 29.5
11 69 34.2 4641 3113.9 36.7 2730.139 108.6 29
11 70 34.3 4589 3159.7 38.8 2955.497 109.9 32.5
11 71 35.8 4679 3243.7 40.5 3189.125 115.7 34.3
11 72 40.9 4751 3314.3 41.8 3467.204 117 34.1
11 73 42.4 4826 3392.5 44.4 3885.873 119.8 33.5
11 74 42.4 4888 3463.1 49.3 4188.763 123.7 35.2
11 75 44.5 4926 3519.4 53.8 4493.72 122.9 38.1
11 76 47.9 4968 3581.5 56.9 4872.073 125.9 41
11 77 49.5 5027 3652.1 60.6 5279.371 127.9 42.2
11 78 54.7 5075 3711.3 65.2 5893.42 130.6 49.2
11 79 56.6 5117 3764.7 72.6 6422.701 131 50.2
11 80 59.3 5464 4036.7 82.4 7014.007 134 52.3
11 81 62.6 5574 4133.1 90.9 7744.869 131.7 54.7
11 82 67.8 5639 4197 96.5 8357.884 131.2 61.9
11 83 78.9 5732 4283.8 99.6 9010.182 128.6 72.4
11 84 86.8 5837 4382.1 103.9 9955.031 126.3 81.3
11 85 90.7 5973 4486.1 107.6 10577.35 128.8 83
11 86 100.1 6100 4595.9 109.6 11423.99 129 88.7
11 87 103.9 6222 4698 113.6 12115.57 129.3 95.3
11 88 109.2 6342 4778 118.3 12925 124.1 99.9
11 89 122.4 6436 4842 124 13464 117.1 111.9
11 90 132.3 6503.3 4892.6 130.7 14354 113.8 125.2
11 91 138.2 6648.8 4987.7 136.2 14694 109.6 129
11 92 159.5 6777.3 5088.7 140.3 15943 109.2 151.9
13 63 28 689 451.6 30.6 1938.814 97 24.9
13 64 29.4 687 453.5 31 2021.606 90.1 26.2
13 65 29.1 693 461.2 31.5 2302.472 95.2 26.1
13 66 29.8 700 468.9 32.4 2314.001 94.5 26.5
13 67 30.1 701 474.7 33.4 2445.002 98.3 27.4
13 68 32 709 485.3 34.8 2559.234 99.1 32.3
13 69 31.9 718 487.2 36.7 2813.9 100.6 32.6
13 70 33.8 713 493 38.8 3058.086 102.4 34
13 71 33.6 735 513.2 40.5 3245.679 108.5 34.4
13 72 33.7 756 533.4 41.8 3615.626 126.1 34.4
13 73 36.3 772 547.9 44.4 4165.83 121.8 34.4
13 74 38 794 568.1 49.3 4643.721 125.6 35.8
13 75 40.3 815 586.4 53.8 4804.066 123.3 38.6
13 76 42.5 836 604.7 56.9 5161.437 125.1 42.6
13 77 45.6 859 623 60.6 5555.488 125 43.4
13 78 51.5 882 640.3 65.2 6217.829 122.8 49.5
13 79 55.4 905 655.7 72.6 6672.664 117.5 51.7
13 80 56.4 944 677.9 82.4 7348.629 115.2 55.3
13 81 59.2 959 687.5 90.9 8047.65 114.1 55.9
13 82 67.6 965 691.3 96.5 8138.826 111.5 64.3
13 83 76.5 989 707.7 99.6 8744.575 111.3 71
13 84 88.5 1001 717.3 103.9 9148.057 103.6 81.7
13 85 97.6 1004 723.1 107.6 9493.9 100.7 87.4
13 86 99.9 1002 726 109.6 9883.759 96.7 97.8
13 87 107.1 998 726 113.6 10386.8 95 102.7
13 88 121.9 1003 732 118.3 11177 84.5 112.9
13 89 133.6 1014 742 124 12041 78.4 118.6
13 90 141.3 1027.3 751.7 130.7 13318 90.1 129.5
13 91 144.4 1059.9 777.4 136.2 14079 85.4 127
13 92 167.2 1088.5 802.2 140.3 14572 85.1 155.1
14 63 25.4 10369 7115.8 30.6 2655.691 145.5 24.1
14 64 25.6 10538 7225.6 31 2831.551 144.5 25
14 65 26.2 10641 7307.5 31.5 3037.767 145.5 24.5
14 66 30 10787 7425.9 32.4 3229.329 144.2 24.7
14 67 30.1 10887 7521.3 33.4 3391.58 141.8 25
14 68 35.6 10958 7608.9 34.8 3582.095 132.6 26.3
14 69 35.2 11047 7738 36.7 3795.639 130.4 27
14 70 41.4 11113 7860.3 38.8 4013.37 124.8 28.3
14 71 41.4 11172 7963.3 40.5 4319.031 125.6 30.1
14 72 41.9 11200 8054.8 41.8 4560.838 126.6 30.6
14 73 41 11179 8110.6 44.4 5158.552 124.4 30.6
14 74 41.9 11169 8177.1 49.3 5603.435 131.9 31.5
14 75 45.2 11178 8255.1 53.8 6120.546 131.8 33.3
14 76 48.4 11209 8342.7 56.9 6523.558 134.4 36
14 77 49.4 11232 8417.9 60.6 7108.71 134 36.9
14 78 54.6 11238 8472.7 65.2 7812.149 136.7 41.4
14 79 56.8 11229 8505.5 72.6 8642.249 135.3 43.4
14 80 60 11427 8673.1 82.4 9179.249 135.2 46.3
14 81 63.1 11462 8714.5 90.9 10134.96 133 49.4
14 82 69.6 11448 8716.4 96.5 10588.22 130.7 56.3
14 83 80.8 11486 8759.7 99.6 11044.62 127.9 66.4
14 84 89.6 11511 8799.2 103.9 12027.55 124 75.4
14 85 96.7 11538 8832.9 107.6 12644.1 121.6 79.3
14 86 108.4 11551 8864.7 109.6 13314.05 118.2 85.4
14 87 116.2 11582 8909 113.6 13970.38 109.5 90.5
14 88 124.1 11614 8961 118.3 15103 107.6 94.4
14 89 132.7 11658 9003 124 16060 104.6 103.8
14 90 147.3 11679.5 9019.6 130.7 17510 94.1 115.6
14 91 154.4 11793.9 9080.1 136.2 17908 96.1 120.5
14 92 179.8 11883.8 9138.5 140.3 18914 94.8 135.8
15 63 24.4 4780 3206.7 30.6 2204.326 138.5 24.1
15 64 26 4832 3244.2 31 2344.611 134.3 25
15 65 26 4893 3296.9 31.5 2562.259 135.3 24.5
15 66 28.8 4973 3365.1 32.4 2702.543 132.1 24.7
15 67 29.1 5012 3411.1 33.4 2784.032 134.8 25
15 68 29.8 5065 3472.5 34.8 2970.735 134.3 26.3
15 69 29.7 5118 3514.8 36.7 3194.571 132.9 27
15 70 30.6 5193 3616.5 38.8 3304.942 134.6 28.3
15 71 32.2 5239 3681.7 40.5 3570.039 139.3 30.1
15 72 32.5 5278 3743.1 41.8 3812.443 149.2 30.6
15 73 32.9 5304 3794.9 44.4 4427.22 156 30.6
15 74 34.5 5318 3840 49.3 4611.859 159.6 31.5
15 75 36.7 5312 3869.8 53.8 5024.461 162.4 33.3
15 76 38.7 5326 3912 56.9 5521.647 166.6 36
15 77 40.6 5352 3960 60.6 6012.643 173 36.9
15 78 50 5387 4013.7 65.2 6663.523 150.9 41.4
15 79 52.5 5400 4045.4 72.6 7358.757 148.9 43.4
15 80 53.7 5490 4103.9 82.4 7760.013 146.9 46.3
15 81 58.3 5468 4102 90.9 8407.798 148.5 49.4
15 82 65.1 5471 4115.4 96.5 8612.036 147.7 56.3
15 83 75.7 5479 4134.6 99.6 9060.74 143 66.4
15 84 85.2 5498 4164.4 103.9 10077.8 137.8 75.4
15 85 88.8 5500 4186.4 107.6 10502.78 135.3 79.3
15 86 93.6 5503 4211.4 109.6 11140.25 137.6 85.4
15 87 100.1 5531 4244 113.6 11803.51 134 90.5
15 88 109.3 5556 4275 118.3 12638 134 94.4
15 89 119 5593 4301 124 13451 132.5 103.8
15 90 130.8 5613.2 4316.6 130.7 14441 128.3 115.6
15 91 135.8 5680.1 4373.5 136.2 14773 127.2 120.5
15 92 153.5 5732.7 4430.4 140.3 15882 128.2 135.8
16 63 26.4 2758 1880.7 30.6 2153.014 114.9 25.4
16 64 27.9 2763 1889.4 31 2280.563 109.7 25.6
16 65 28.1 2758 1897.1 31.5 2537.7 116 26.1
16 66 31.6 2764 1912.5 32.4 2722.39 108.2 26.2
16 67 32 2772 1930.8 33.4 2744.838 113.7 27.5
16 68 36.3 2775 1950.1 34.8 2918.304 109.2 29.2
16 69 36 2781 1963.6 36.7 3165.237 107.9 29.9
16 70 37.7 2825 2000.2 38.8 3369.315 108.5 33.9
16 71 38.5 2849 2036.8 40.5 3507.067 108.4 34.7
16 72 41.9 2856 2062.8 41.8 3892.773 109.4 37.7
16 73 41.9 2858 2084 44.4 4829.487 110.6 37.7
16 74 43.2 2861 2108.1 49.3 4793.773 116.1 38
16 75 45.4 2873 2137 53.8 5289.681 120.5 42.8
16 76 47.8 2894 2172.7 56.9 5794.772 124.4 44.7
16 77 49.4 2903 2195.8 60.6 6047.828 125.5 45.9
16 78 54.6 2906 2213.1 65.2 7016.174 127.1 49.9
16 79 56.4 2902 2219.9 72.6 7617.181 124.2 52.2
16 80 58.8 2913 2213.1 82.4 7957.99 124.6 57.3
16 81 61.4 2899 2206.4 90.9 8951.846 132.9 59.9
16 82 72.8 2905 2212.2 96.5 9118.169 116.2 64.7
16 83 84 2905 2216 99.6 9124.292 115.6 74.8
16 84 93.3 2910 2218.9 103.9 10180.39 111.2 84.8
16 85 99.5 2880 2209.3 107.6 10668.14 109.4 92.3
16 86 104.8 2850 2195.8 109.6 11155.88 104.1 101.9
16 87 117.1 2834 2190 113.6 11623.22 101.1 108.5
16 88 124.2 2834 2203 118.3 12213 100.2 114.6
16 89 145.1 2840 2209 124 13138 94.4 118.9
16 90 149.6 2846.1 2213.8 130.7 14647 95.4 129.1
16 91 155.4 2864.6 2228.3 136.2 14873 97.1 132.5
16 92 178.5 2882 2238.7 140.3 16089 95.2 153.1
17 63 25.8 2261 1550.4 30.6 2148.668 115.8 25.8
17 64 25.6 2237 1537.8 31 2316.597 111.2 25.7
17 65 28.1 2248 1552.3 31.5 2488.699 107.8 26.1
17 66 30.5 2275 1582.3 32.4 2639.941 101.7 26.2
17 67 31 2281 1597.8 33.4 2768.235 101.2 27.5
17 68 32.4 2291 1622 34.8 2945.552 100.1 29.2
17 69 32.6 2321 1656.9 36.7 3163.548 102.6 29.9
17 70 34.2 2249 1624.9 38.8 3411.792 114 33.9
17 71 38.9 2247 1641.4 40.5 3717.403 102.8 34.7
17 72 38.8 2259 1665.6 41.8 4125.233 111 37.7
17 73 39.3 2269 1687.9 44.4 4790.694 115.2 37.7
17 74 40.2 2275 1706.3 49.3 5095.263 118.6 38
17 75 42.7 2287 1730.5 53.8 5498.92 123.4 43.5
17 76 46.6 2309 1760.5 56.9 5587.579 127.7 44.7
17 77 48.1 2331 1787.6 60.6 6407.41 127.9 45.9
17 78 52.6 2347 1810.8 65.2 7177.175 127.1 49.9
17 79 54.8 2369 1832.2 72.6 8258.811 126.4 52.2
17 80 58.3 2363 1814.7 82.4 8365.201 127.1 57.3
17 81 59.8 2383 1828.3 90.9 9461.439 132 59.9
17 82 65.1 2408 1843.8 96.5 10019.47 130.9 64.7
17 83 77 2425 1856.4 99.6 10400.18 127.6 74.8
17 84 91 2438 1867 103.9 11277.38 121.7 84.8
17 85 97.5 2449 1873.8 107.6 11843.75 115.7 93.7
17 86 103 2459 1887.3 109.6 12517.55 109.4 101.9
17 87 114.5 2476 1898 113.6 12827.34 105.2 108.5
17 88 123.9 2495 1912 118.3 13425 103.2 114.6
17 89 136.5 2513 1920 124 14103 96.5 118.9
17 90 145.8 2518.1 1923.9 130.7 15398 94.3 129.1
17 91 145.7 2535.4 1932.1 136.2 15849 91.8 132.5
17 92 174.2 2563.8 1913 140.3 16982 90 153.1
18 63 24.1 3121 2106.7 30.6 1724.582 126.3 24.4
18 64 25 3163 2142.2 31 1792.851 127 25.2
18 65 24.5 3173 2157.6 31.5 1935.691 128.7 25.1
18 66 24.7 3181 2176.8 32.4 2089.034 134 24.7
18 67 25 3201 2207.5 33.4 2237.125 139.3 26.3
18 68 26.3 3224 2242.1 34.8 2405.172 142.8 27.1
18 69 27 3232 2256.5 36.7 2587.923 146.3 28.3
18 70 28.3 3219 2270 38.8 2812.686 155.8 28.8
18 71 30.1 3280 2330.5 40.5 3006.991 163.5 30.2
18 72 30.6 3303 2360.3 41.8 3239.106 179.4 29.9
18 73 30.6 3325 2396.8 44.4 3653.971 201.9 30.1
18 74 31.5 3356 2440 49.3 4052.033 212.4 31.3
18 75 33.3 3392 2484.2 53.8 4380.775 223 33.6
18 76 36 3439 2537 56.9 4802.993 230.9 37.9
18 77 36.9 3468 2574.5 60.6 5232.563 229.4 38.4
18 78 41.4 3490 2603.3 65.2 5753.508 224.7 42.8
18 79 43.4 3527 2641.7 72.6 6409.942 214.9 45.8
18 80 46.3 3661 2737.8 82.4 6775.444 215.3 48.5
18 81 49.4 3662 2745.5 90.9 7506.448 209.7 51.8
18 82 56.3 3667 2757 96.5 7988.533 210.6 56.4
18 83 66.4 3714 2800.2 99.6 8272.113 201.1 68.8
18 84 75.4 3723 2812.7 103.9 9062.984 183.2 76
18 85 79.3 3728 2829.1 107.6 9282.495 182.4 83.6
18 86 85.4 3726 2841.6 109.6 9722.568 179.8 91.3
18 87 90.5 3727 2855 113.6 10328.59 171.2 94.6
